Date,Al Rajhi Bank (1120.SR),Saudi Aramco (2222.SR),STC (7010.SR),Gold (GLD),S&P 500 (^GSPC)
2021-03-12,54.66022491455078,23.5819091796875,35.90181350708008,161.49000549316406,3943.340087890625
2021-03-14,54.7725715637207,23.516225814819336,35.78072738647461,161.49000549316406,3943.340087890625
2021-03-15,54.09844970703125,23.450538635253906,35.962364196777344,162.1999969482422,3968.93994140625
2021-03-16,54.04227066040039,23.450538635253906,36.02290344238281,162.35000610351562,3962.7099609375
2021-03-17,53.53667449951172,23.31916046142578,35.11476135253906,163.50999450683594,3974.1201171875
2021-03-18,51.57048416137695,23.122098922729492,34.69095230102539,162.55999755859375,3915.4599609375
2021-03-19,51.57048416137695,23.122098922729492,34.69095230102539,163.24000549316406,3913.10009765625
2021-03-21,51.739009857177734,23.25347137451172,34.63040542602539,163.24000549316406,3913.10009765625
2021-03-22,52.806373596191406,23.35200309753418,35.296382904052734,163.0,3940.590087890625
2021-03-23,52.581668853759766,23.28685760498047,35.11476135253906,161.80999755859375,3910.52001953125
2021-03-24,52.52549362182617,23.154165267944336,35.296382904052734,162.3699951171875,3889.139892578125
2021-03-25,52.244606018066406,23.08782196044922,34.93313980102539,161.77999877929688,3909.52001953125
2021-03-26,52.244606018066406,23.08782196044922,34.93313980102539,162.24000549316406,3974.5400390625
2021-03-28,52.52549362182617,22.988306045532227,35.720191955566406,162.24000549316406,3974.5400390625
2021-03-29,53.31196975708008,23.320026397705078,36.32561111450195,160.30999755859375,3971.090087890625
2021-03-30,53.368743896484375,23.25368309020996,36.56778335571289,157.57000732421875,3958.550048828125
2021-03-31,56.09395217895508,23.883955001831055,38.384063720703125,159.9600067138672,3972.889892578125
2021-04-01,55.980403900146484,23.519060134887695,37.71809005737305,161.97999572753906,4019.8701171875
2021-04-04,55.52619934082031,23.585399627685547,38.50515365600586,161.97999572753906,4019.8701171875
2021-04-05,55.242332458496094,23.61857795715332,38.08134841918945,161.9199981689453,4077.909912109375
2021-04-06,54.33392333984375,23.519060134887695,37.83917999267578,163.22000122070312,4073.93994140625
2021-04-07,54.33392333984375,23.519060134887695,37.83917999267578,162.75999450683594,4079.949951171875
2021-04-08,54.05004119873047,23.61857795715332,37.83917999267578,164.50999450683594,4097.169921875
2021-04-09,54.05004119873047,23.61857795715332,37.83917999267578,163.27000427246094,4128.7998046875
2021-04-11,54.05004119873047,23.61857795715332,37.83917999267578,163.27000427246094,4128.7998046875
2021-04-12,52.233238220214844,23.651748657226562,36.8704948425293,162.27999877929688,4127.990234375
2021-04-13,51.722267150878906,23.519060134887695,36.265071868896484,163.42999267578125,4141.58984375
2021-04-14,52.11968994140625,23.61857795715332,36.56778335571289,162.72000122070312,4124.66015625
2021-04-15,53.482295989990234,23.61857795715332,36.56778335571289,165.35000610351562,4170.419921875
2021-04-16,53.482295989990234,23.61857795715332,36.56778335571289,166.35000610351562,4185.47021484375
2021-04-18,53.652618408203125,23.585399627685547,37.17321014404297,166.35000610351562,4185.47021484375
2021-04-19,53.70939636230469,23.585399627685547,37.53647232055664,165.88999938964844,4163.259765625
2021-04-20,54.05004119873047,23.585399627685547,37.53647232055664,166.47999572753906,4134.93994140625
2021-04-21,54.50424575805664,23.485889434814453,37.59700393676758,168.1300048828125,4173.419921875
2021-04-22,54.95845413208008,23.485889434814453,37.960262298583984,167.0399932861328,4134.97998046875
2021-04-23,54.95845413208008,23.485889434814453,37.960262298583984,166.39999389648438,4180.169921875
2021-04-25,54.67457962036133,23.45271873474121,38.323524475097656,166.39999389648438,4180.169921875
2021-04-26,55.63975524902344,23.485889434814453,38.44460678100586,166.83999633789062,4187.6201171875
2021-04-27,55.52619934082031,23.485889434814453,38.81367492675781,166.4199981689453,4186.72021484375
2021-04-28,57.9107666015625,23.751264572143555,39.24425506591797,166.91000366210938,4183.18017578125
2021-04-29,56.15073776245117,23.485889434814453,39.05972671508789,166.22000122070312,4211.47021484375
2021-04-30,56.15073776245117,23.485889434814453,39.05972671508789,165.66000366210938,4181.169921875
2021-05-02,56.15073776245117,23.519060134887695,38.69064712524414,165.66000366210938,4181.169921875
2021-05-03,56.434608459472656,23.485889434814453,38.26007080078125,167.80999755859375,4192.66015625
2021-05-04,56.66170883178711,23.651748657226562,38.26007080078125,166.5800018310547,4164.66015625
2021-05-05,56.2642822265625,23.651748657226562,38.13605499267578,167.27000427246094,4167.58984375
2021-05-06,56.49138259887695,23.651748657226562,37.453941345214844,170.05999755859375,4201.6201171875
2021-05-07,56.49138259887695,23.651748657226562,37.453941345214844,171.58999633789062,4232.60009765625
2021-05-09,56.32106399536133,23.684921264648438,37.51595687866211,171.58999633789062,4232.60009765625
2021-05-10,56.60492706298828,23.751264572143555,37.63997268676758,172.11000061035156,4188.43017578125
2021-05-11,56.60492706298828,23.751264572143555,37.63997268676758,172.13999938964844,4152.10009765625
2021-05-12,56.60492706298828,23.751264572143555,37.63997268676758,170.42999267578125,4063.0400390625
2021-05-13,56.60492706298828,23.751264572143555,37.63997268676758,171.1300048828125,4112.5
2021-05-14,56.60492706298828,23.751264572143555,37.63997268676758,172.69000244140625,4173.85009765625
2021-05-17,57.683658599853516,23.81947135925293,37.57796859741211,174.6999969482422,4163.2900390625
2021-05-18,58.478515625,23.81947135925293,37.51595687866211,175.0399932861328,4127.830078125
2021-05-19,57.9107666015625,23.752471923828125,37.391937255859375,175.16000366210938,4115.68017578125
2021-05-20,57.57011032104492,23.752471923828125,37.57796859741211,175.9600067138672,4159.1201171875
2021-05-21,57.57011032104492,23.752471923828125,37.57796859741211,176.0399932861328,4155.85986328125
2021-05-23,57.11591339111328,23.752471923828125,37.51595687866211,176.0399932861328,4155.85986328125
2021-05-24,56.88880920410156,23.685470581054688,37.32992935180664,176.35000610351562,4197.0498046875
2021-05-25,57.9107666015625,23.71897315979004,37.82599639892578,177.9499969482422,4188.1298828125
2021-05-26,57.79721450805664,23.651968002319336,38.01203155517578,177.63999938964844,4195.990234375
2021-05-27,58.478515625,23.61846351623535,38.074039459228516,177.7100067138672,4200.8798828125
2021-05-28,58.478515625,23.61846351623535,38.074039459228516,178.3800048828125,4204.10986328125
2021-05-30,58.81916809082031,23.651968002319336,38.63212966918945,178.3800048828125,4204.10986328125
2021-05-31,58.592063903808594,23.651968002319336,38.63212966918945,178.3800048828125,4204.10986328125
2021-06-01,59.0462646484375,23.71897315979004,39.93433380126953,177.89999389648438,4202.0400390625
2021-06-02,59.0462646484375,23.71897315979004,40.058353424072266,178.77000427246094,4208.1201171875
2021-06-03,58.70561599731445,23.685470581054688,41.79463195800781,175.27000427246094,4192.85009765625
2021-06-04,58.70561599731445,23.685470581054688,41.79463195800781,177.16000366210938,4229.89013671875
2021-06-06,58.70561599731445,23.71897315979004,41.23654556274414,177.16000366210938,4229.89013671875
2021-06-07,58.70561599731445,23.752471923828125,40.92649459838867,177.8699951171875,4226.52001953125
2021-06-08,59.15982437133789,23.71897315979004,41.73262405395508,177.32000732421875,4227.259765625
2021-06-09,59.6140251159668,23.71897315979004,41.85664367675781,176.97999572753906,4219.5498046875
2021-06-10,59.95467758178711,23.71897315979004,41.67061233520508,177.74000549316406,4239.18017578125
2021-06-11,59.95467758178711,23.71897315979004,41.67061233520508,175.74000549316406,4247.43994140625
2021-06-13,62.22568130493164,23.71897315979004,43.158851623535156,175.74000549316406,4247.43994140625
2021-06-14,64.15603637695312,23.651968002319336,42.47673797607422,174.7100067138672,4255.14990234375
